央视频道,#genre#
CCTV11,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=cctv11$订阅源
CCTV11,http://113.57.111.4:1111/tsfile/live/1010_1.m3u8$订阅源
CCTV11,http://a21709.tv.netsite.cc/proxy/421024024/421024024.m3u8$订阅源
CCTV11,http://113.220.235.235:9999/tsfile/live/0011_2.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV12,http://cc-ynbit-wszhibo.ifengli.com:2000/live/cctv-12hd/2500.m3u8?innersid=8190402369178717730$订阅源
CCTV12,http://z.b.bkpcp.top/m.php?id=cctv12$订阅源
CCTV12,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=cctv12$订阅源
CCTV12,http://113.57.111.4:1111/tsfile/live/1011_1.m3u8$订阅源
CCTV12,http://a21709.tv.netsite.cc/proxy/1321786312/1321786312.m3u8$订阅源
CCTV13,http://z.b.bkpcp.top/m.php?id=cctv13$订阅源
CCTV13,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=cctv13$订阅源
CCTV13,http://113.57.111.4:1111/tsfile/live/1012_1.m3u8$订阅源
CCTV13,http://a21709.tv.netsite.cc/proxy/1942371728/1942371728.m3u8$订阅源
CCTV13,http://36.44.157.195:9901/tsfile/live/0013_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV14,http://cc-ynbit-wszhibo.ifengli.com:2000/live/cctv-14hd/2500.m3u8?innersid=10749977474028640862$订阅源
CCTV14,http://z.b.bkpcp.top/m.php?id=cctv14$订阅源
CCTV14,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=cctv14$订阅源
CCTV14,http://113.57.111.4:1111/tsfile/live/1013_1.m3u8$订阅源
CCTV14,http://a21709.tv.netsite.cc/proxy/512439688/512439688.m3u8$订阅源
CCTV15,http://z.b.bkpcp.top/m.php?id=cctv15$订阅源
CCTV15,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=cctv15$订阅源
CCTV15,http://113.57.111.4:1111/tsfile/live/0015_1.m3u8$订阅源
CCTV15,http://a21709.tv.netsite.cc/proxy/323678478/323678478.m3u8$订阅源
CCTV15,http://113.220.235.235:9999/tsfile/live/0015_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
CCTV16,http://a21709.tv.netsite.cc/proxy/2055404079/2055404079.m3u8$订阅源
CCTV16,http://39.134.136.161:6610/000000001000/5000000008000023254/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000008000023254$订阅源
CCTV17,http://cc-ynbit-wszhibo.ifengli.com:2000/live/cctv-17hd/2500.m3u8?innersid=2038717225283627700$订阅源
CCTV17,http://z.b.bkpcp.top/m.php?id=cctv17$订阅源
CCTV17,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=cctv17$订阅源
CCTV17,http://113.57.111.4:1111/tsfile/live/1014_1.m3u8$订阅源
CCTV17,http://a21709.tv.netsite.cc/proxy/199561397/199561397.m3u8$订阅源
风云足球,http://113.57.111.4:1111/tsfile/live/1033_1.m3u8$订阅源

电影频道,#genre#
CHC家庭影院,https://www.freetv.top/migu/644368373.m3u8?migutoken=b9d9d0ba0208e949cf0736455b86290b2d1d2ff4727f523b7117dde6eb883cb4582c5ce1519685e57d54bfb562057c10a00dde58bb674d8600fd2d918b8cb440294e083e7b8f19e0dbcc9250d8$白名单
CHC动作电影,https://www.freetv.top/migu/644368714.m3u8?migutoken=2e48d18419793654f347e8ca29e0028ce9f3eaaa7a108b006304178b8f790f34908f8a09bbb8f4b8b8abcf36e2341f1043dde8719cf4927fcd0dcde4667f8b91e68e820314791d9b70452862c9$白名单
成龙,http://1.94.31.214:35455/huya/11342386$订阅源
笑傲江湖,http://1.94.31.214:35455/huya/23865142$订阅源
天龙八部,http://223.85.105.11/test-txdwk.flv.huya.com/src/1099531752675-1099531752675-86435783040303104-2199063628806-10057-A-0-1.m3u8$订阅源
天龙八部,http://1.94.31.214:35455/huya/23903123$订阅源
封神榜,http://1.94.31.214:35455/huya/29465849$订阅源
射雕英雄传,http://1.94.31.214:35455/huya/23824164$订阅源

卫视频道,#genre#
广东卫视,http://cc-ynbit-wszhibo.ifengli.com:2000/live/gdws-hd/2500.m3u8?innersid=2310031483208039305$订阅源
广东卫视,http://z.b.bkpcp.top/m.php?id=gdws$订阅源
广东卫视,http://113.57.111.4:1111/tsfile/live/1022_1.m3u8$订阅源
广东卫视,http://113.57.111.4:1111/tsfile/live/1022_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
广东卫视,http://a21709.tv.netsite.cc/proxy/573869971/573869971.m3u8$订阅源
浙江卫视,http://113.57.111.4:1111/tsfile/live/1020_1.m3u8$订阅源
浙江卫视,http://a21709.tv.netsite.cc/proxy/257951448/257951448.m3u8$订阅源
浙江卫视,http://a21709.tv.netsite.cc/proxy/2059640241/2059640241.m3u8$订阅源
浙江卫视,http://113.220.235.235:9999/tsfile/live/0124_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
湖南卫视,http://cc-ynbit-wszhibo.ifengli.com:2000/live/hnws-hd/2500.m3u8?innersid=11355377224826061225$订阅源
湖南卫视,http://113.57.111.4:1111/tsfile/live/1016_1.m3u8$订阅源
湖南卫视,http://a21709.tv.netsite.cc/proxy/480409838/480409838.m3u8$订阅源
湖南卫视,http://39.134.136.161:6610/000000001000/6837496099179515295/index.m3u8?livemode=1&stbId=10&channel-id=wasusyt&Contentid=6837496099179515295$订阅源
湖南卫视,http://39.134.136.161:6610/000000001000/8655038471675748531/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=8655038471675748531$订阅源
北京卫视,http://cc-ynbit-wszhibo.ifengli.com:2000/live/bjws-hd/1.m3u8?innersid=18360129623627541611$订阅源
北京卫视,http://113.57.111.4:1111/tsfile/live/1017_1.m3u8$订阅源
北京卫视,http://a21709.tv.netsite.cc/proxy/1773564112/1773564112.m3u8$订阅源
北京卫视,https://live.sjsrm.com/bjsjs/sd/live.m3u8$订阅源
北京卫视,http://113.220.235.235:9999/tsfile/live/0122_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
湖北卫视,http://z.b.bkpcp.top/m.php?id=hubws$订阅源
湖北卫视,http://113.57.111.4:1111/tsfile/live/1015_1.m3u8$订阅源
湖北卫视,http://a21709.tv.netsite.cc/proxy/209398845/209398845.m3u8$订阅源
湖北卫视,http://221.0.78.198:1681/hls/10229/index.m3u8$订阅源
黑龙江卫视,http://cc-ynbit-wszhibo.ifengli.com:2000/live/hljws-hd/2500.m3u8?innersid=3559146512286674480$订阅源
黑龙江卫视,http://a21709.tv.netsite.cc/proxy/982668357/982668357.m3u8$订阅源
黑龙江卫视,http://a21709.tv.netsite.cc/proxy/1993445467/1993445467.m3u8$订阅源
黑龙江卫视,http://36.40.236.10:9999/tsfile/live/0131_3.m3u8?key=txiptv&playlive=0&authid=0$订阅源
安徽卫视,http://113.57.111.4:1111/tsfile/live/1021_1.m3u8$订阅源
安徽卫视,http://a21709.tv.netsite.cc/proxy/149472807/149472807.m3u8$订阅源
安徽卫视,http://113.220.235.235:9999/tsfile/live/0130_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
重庆卫视,http://113.57.111.4:1111/tsfile/live/1030_1.m3u8$订阅源
重庆卫视,http://a21709.tv.netsite.cc/proxy/562106987/562106987.m3u8$订阅源
东方卫视,http://cc-ynbit-wszhibo.ifengli.com:2000/live/shdfws-hd/2500.m3u8?innersid=6998114529464369318$订阅源
东方卫视,http://113.57.111.4:1111/tsfile/live/1018_1.m3u8$订阅源
东方卫视,http://a21709.tv.netsite.cc/proxy/694881013/694881013.m3u8$订阅源
东方卫视,http://113.220.235.235:9999/tsfile/live/1005_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
东方卫视,http://39.134.136.161:6610/000000001000/2000000002000000001/index.m3u8?livemode=1&stbId=10&channel-id=hnbblive&Contentid=2000000002000000001$订阅源
东南卫视,http://cc-ynbit-wszhibo.ifengli.com:2000/live/fjws-hd/2500.m3u8?innersid=10943554111088989087$订阅源
东南卫视,http://113.57.111.4:1111/tsfile/live/1027_1.m3u8$订阅源
东南卫视,http://a21709.tv.netsite.cc/proxy/698479958/698479958.m3u8$订阅源
东南卫视,http://a21709.tv.netsite.cc/proxy/1989099435/1989099435.m3u8$订阅源
东南卫视,http://221.0.78.198:1681/hls/10240/index.m3u8$订阅源
甘肃卫视,http://a21709.tv.netsite.cc/proxy/910220240/910220240.m3u8$订阅源
甘肃卫视,http://a21709.tv.netsite.cc/proxy/1209404373/1209404373.m3u8$订阅源
广西卫视,http://a21709.tv.netsite.cc/proxy/102904669/102904669.m3u8$订阅源
贵州卫视,http://113.57.111.4:1111/tsfile/live/1029_1.m3u8$订阅源
贵州卫视,http://a21709.tv.netsite.cc/proxy/189740973/189740973.m3u8$订阅源
贵州卫视,http://a21709.tv.netsite.cc/proxy/1494390345/1494390345.m3u8$订阅源
贵州卫视,http://221.0.78.198:1681/hls/10249/index.m3u8$订阅源
贵州卫视,http://36.40.236.10:9999/tsfile/live/0132_3.m3u8?key=txiptv&playlive=0&authid=0$订阅源
海南卫视,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=hinws$订阅源
海南卫视,http://113.57.111.4:1111/tsfile/live/1031_1.m3u8$订阅源
海南卫视,http://a21709.tv.netsite.cc/proxy/200969914/200969914.m3u8$订阅源
海南卫视,http://a21709.tv.netsite.cc/proxy/2019508840/2019508840.m3u8$订阅源
海南卫视,http://36.40.236.10:9999/tsfile/live/0121_2.m3u8?key=txiptv&playlive=0&authid=0$订阅源
河北卫视,http://a21709.tv.netsite.cc/proxy/1385861493/1385861493.m3u8$订阅源
河北卫视,http://36.40.236.10:9999/tsfile/live/0135_1.m3u8?key=txiptv&playlive=0&authid=0$订阅源
河南卫视,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=hnws$订阅源
河南卫视,http://113.57.111.4:1111/tsfile/live/1025_1.m3u8$订阅源
河南卫视,http://a21709.tv.netsite.cc/proxy/251465659/251465659.m3u8$订阅源
河南卫视,http://39.134.136.161:6610/000000001000/1000000002000027731/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000002000027731$订阅源
河南卫视,http://39.134.136.161:6610/000000001000/5000000011000031119/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000011000031119$订阅源
吉林卫视,http://cc-ynbit-wszhibo.ifengli.com:2000/live/jxws-hd/2500.m3u8?innersid=14570431181364255736$订阅源
吉林卫视,http://a21709.tv.netsite.cc/proxy/649197264/649197264.m3u8$订阅源
吉林卫视,http://a21709.tv.netsite.cc/proxy/1218816360/1218816360.m3u8$订阅源
吉林卫视,http://36.40.236.10:9999/tsfile/live/0132_4.m3u8?key=txiptv&playlive=0&authid=0$订阅源
江苏卫视,http://cc-ynbit-wszhibo.ifengli.com:2000/live/jsws-hd/2500.m3u8?innersid=14912719076157451667$订阅源
江苏卫视,http://z.b.bkpcp.top/m.php?id=jsws$订阅源
江苏卫视,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=jsws$订阅源
江苏卫视,http://113.57.111.4:1111/tsfile/live/1019_1.m3u8$订阅源
江苏卫视,http://a21709.tv.netsite.cc/proxy/256947203/256947203.m3u8$订阅源
江西卫视,http://z.b.bkpcp.top/m.php?id=jxws$订阅源
江西卫视,http://113.57.111.4:1111/tsfile/live/1028_1.m3u8$订阅源
江西卫视,http://a21709.tv.netsite.cc/proxy/203181175/203181175.m3u8$订阅源
江西卫视,http://113.220.235.235:9999/tsfile/live/0138_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
辽宁卫视,http://cc-ynbit-wszhibo.ifengli.com:2000/live/lnws-hd/2500.m3u8?innersid=6324592032119595697$订阅源
辽宁卫视,http://113.57.111.4:1111/tsfile/live/1026_1.m3u8$订阅源
辽宁卫视,http://a21709.tv.netsite.cc/proxy/463441117/463441117.m3u8$订阅源
辽宁卫视,http://36.40.236.10:9999/tsfile/live/0116_2.m3u8?key=txiptv&playlive=0&authid=0$订阅源
内蒙古卫视,https://livestream-bt.nmtv.cn/nmtv/2314general.m3u8?txSecret=35f2dd39972cede5222c6bd2c0efe24b&txTime=77395680$订阅源
内蒙古卫视,https://livestream-bt.nmtv.cn/nmtv/2314general.m3u8?txSecret=dc348a27bd36fe1bd63562af5e7269ea&txTime=771EF880$订阅源
内蒙古卫视,https://livestream-bt.nmtv.cn/nmtv/2315general.m3u8?txSecret=e2b255285dd119a92c8aa5cdf00f8b84&txTime=771EF880$订阅源
内蒙古卫视,http://a21709.tv.netsite.cc/proxy/1838037272/1838037272.m3u8$订阅源
内蒙古卫视,http://a21709.tv.netsite.cc/proxy/1149350272/1149350272.m3u8$订阅源
宁夏卫视,http://a21709.tv.netsite.cc/proxy/842139022/842139022.m3u8$订阅源
青海卫视,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=qhws$订阅源
青海卫视,http://a21709.tv.netsite.cc/proxy/1164716104/1164716104.m3u8$订阅源
青海卫视,http://a21709.tv.netsite.cc/proxy/1152127449/1152127449.m3u8$订阅源
山东卫视,http://cc-ynbit-wszhibo.ifengli.com:2000/live/sdws-hd/2500.m3u8?innersid=3721212644869031100$订阅源
山东卫视,http://a21709.tv.netsite.cc/proxy/95712545/95712545.m3u8$订阅源
山西卫视,http://a21709.tv.netsite.cc/proxy/723496018/723496018.m3u8$订阅源
陕西卫视,http://z.b.bkpcp.top/m.php?id=sxws$订阅源
陕西卫视,http://a21709.tv.netsite.cc/proxy/1158533991/1158533991.m3u8$订阅源
陕西卫视,http://a21709.tv.netsite.cc/proxy/917851306/917851306.m3u8$订阅源
四川卫视,http://cc-ynbit-wszhibo.ifengli.com:2000/live/scws-hd/2500.m3u8?innersid=17534924581903335933$订阅源
四川卫视,http://113.57.111.4:1111/tsfile/live/1032_1.m3u8$订阅源
四川卫视,http://a21709.tv.netsite.cc/proxy/59757691/59757691.m3u8$订阅源
四川卫视,http://221.0.78.198:1681/hls/10244/index.m3u8$订阅源
深圳卫视,http://cc-ynbit-wszhibo.ifengli.com:2000/live/szws-hd/2500.m3u8?innersid=15000776628606995758$订阅源
深圳卫视,http://113.57.111.4:1111/tsfile/live/1023_1.m3u8$订阅源
深圳卫视,http://113.57.111.4:1111/tsfile/live/1023_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
深圳卫视,http://a21709.tv.netsite.cc/proxy/457534194/457534194.m3u8$订阅源
深圳卫视,http://113.220.235.235:9999/tsfile/live/0126_1.m3u8?key=txiptv&playlive=1&authid=0$订阅源
三沙卫视,http://a21709.tv.netsite.cc/proxy/1337100319/1337100319.m3u8$订阅源
三沙卫视,http://139.129.231.228:50060/rtp/239.21.2.9:5002$组播源
三沙卫视,http://139.129.231.228:3529/rtp/239.21.2.9:5002$组播源
天津卫视,http://113.57.111.4:1111/tsfile/live/1024_1.m3u8$订阅源
天津卫视,http://a21709.tv.netsite.cc/proxy/240376980/240376980.m3u8$订阅源
西藏卫视,http://a21709.tv.netsite.cc/proxy/1062504144/1062504144.m3u8$订阅源
新疆卫视,http://a21709.tv.netsite.cc/proxy/86832656/86832656.m3u8$订阅源
新疆卫视,http://106.124.91.222:9901/tsfile/live/21212_1.m3u8$订阅源
云南卫视,https://hwapi.yntv.net/62hdvf/41hse3.m3u8$订阅源
云南卫视,http://a21709.tv.netsite.cc/proxy/599737477/599737477.m3u8$订阅源
云南卫视,http://39.134.136.161:6610/000000001000/8567124785369040339/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=8567124785369040339$订阅源
云南卫视,http://39.134.136.161:6610/000000001000/6546334374314681368/index.m3u8?livemode=1&stbId=test&channel-id=hnbblive&Contentid=6546334374314681368$订阅源
云南卫视,http://39.134.136.161:6610/000000001000/5000000006000040019/index.m3u8?livemode=1&stbId=10&channel-id=bestzb&Contentid=5000000006000040019$订阅源

港澳台,#genre#
凤凰卫视,http://a21709.tv.netsite.cc/proxy/1650326537/1650326537.m3u8$订阅源
凤凰中文,http://a21709.tv.netsite.cc/proxy/1846789161/1846789161.m3u8$订阅源
凤凰中文,http://120.55.49.231:3095/rtp/233.50.200.191:5140$组播源
凤凰资讯,http://120.55.49.231:3095/rtp/233.50.200.192:5140$组播源
星空卫视,http://218.202.220.2:5000/nn_live.ts?id=STARTV$订阅源
翡翠台,https://www.livednow.us.kg/tvb/feicui/feicui.m3u8$订阅源
纬来体育,http://ku9.fr.to/smt.php?id=videolandsport$订阅源

国外频道,#genre#

辽宁频道,#genre#

AKTV,#genre#
中天亞洲台,http://ku9.fr.to/smt.php?id=ctiasia_twn$订阅源
寰宇新聞台,http://ku9.fr.to/smt.php?id=huanyuxinwen_twn$订阅源
日本全天新聞,https://n24-cdn-live.ntv.co.jp/ch01/index_high.m3u8$订阅源
美亞電影台(HK),http://ku9.fr.to/smt.php?id=meiyamovie_twn$订阅源
翡翠台,https://www.livednow.us.kg/tvb/feicui/feicui.m3u8$订阅源
Love Nature HD,https://d18dyiwu97wm6q.cloudfront.net/playlist2160p.m3u8$订阅源

体育频道,#genre#
纬来体育,http://ku9.fr.to/smt.php?id=videolandsport$订阅源
五星体育,http://39.134.136.161:6610/000000001000/2000000002000000007/index.m3u8?livemode=1&stbId=10&channel-id=hnbblive&Contentid=2000000002000000007$订阅源
五星体育,http://139.196.151.191:7549/rtp/239.45.3.210:5140$组播源
五星体育,http://139.196.151.191:3970/rtp/239.45.3.210:5140$组播源
劲爆体育,http://z.b.bkpcp.top/m.php?id=jbty$订阅源
劲爆体育,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=jbty$订阅源
广州竞赛,http://tencentplaygzrb01.gztv.com/live/jingsai.m3u8$订阅源
广州竞赛,https://tencentplay.gztv.com/live/jingsai.m3u8?txSecret=a4d04c27d0d1d8b7efef2ed7ff1c3eae&txTime=191b60cc9ca$订阅源
广州竞赛,https://tencentplaywebsite.gztv.com/live/jingsai.m3u8?txSecret=cd5eb475078e689b230ada7df792e4de&txTime=193108637cb$订阅源
山东体育,http://221.0.78.198:1681/hls/10224/index.m3u8$订阅源
山东体育,http://139.129.231.228:50060/rtp/239.21.1.141:5002$组播源
山东体育,http://139.129.231.228:3529/rtp/239.21.1.141:5002$组播源
睛彩篮球,http://39.134.136.161:6610/000000001000/1000000006000270006/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000006000270006$订阅源
睛彩篮球,http://39.134.136.161:6610/000000001000/1000000006000270002/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000006000270002$订阅源
睛彩广场舞,http://39.134.136.161:6610/000000001000/1000000006000270005/index.m3u8?livemode=1&stbId=10&channel-id=ystenlive&Contentid=1000000006000270005$订阅源
风云足球,http://113.57.111.4:1111/tsfile/live/1033_1.m3u8$订阅源
魅力足球,http://z.b.bkpcp.top/m.php?id=mlzq$订阅源
魅力足球,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=mlzq$订阅源
快乐垂钓,http://a21709.tv.netsite.cc/proxy/316113716/316113716.m3u8$订阅源
快乐垂钓,http://120.55.49.231:3095/rtp/233.50.201.109:5140$组播源

动画频道,#genre#
优漫卡通,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=ymkt$订阅源
优漫卡通,http://139.129.231.228:50060/rtp/239.21.1.50:5002$组播源
优漫卡通,http://139.129.231.228:3529/rtp/239.21.1.50:5002$组播源
金鹰卡通,http://a21709.tv.netsite.cc/proxy/1947104640/1947104640.m3u8$订阅源
金鹰卡通,http://221.0.78.198:1681/hls/10265/index.m3u8$订阅源
浙江少儿,http://a21709.tv.netsite.cc/proxy/1658458613/1658458613.m3u8$订阅源
浙江少儿,http://120.55.49.231:3095/rtp/233.50.201.138:5140$组播源
河北少儿科教,http://a21709.tv.netsite.cc/proxy/177438581/177438581.m3u8$订阅源

咪咕直播,#genre#

游戏频道,#genre#
游戏风云,http://z.b.bkpcp.top/m.php?id=yxfy$订阅源
游戏风云,https://fmbox.cc/公众号玉玉软件库/tv/migu.php?id=yxfy$订阅源
游戏风云,http://139.196.151.191:2051/rtp/239.45.3.131:5140$组播源
游戏风云,http://120.55.49.231:3095/rtp/233.50.201.183:5140$组播源
